A	B	M	N	R	    	Y		devR	V		I		Mi  mdelay  IPW stack
1	15	3	4	2.509287	2.3600	0.0	337.3510	134.4410	4.340	5.890	6.340	6.190	5.860	5.420	5.000	4.600	3.990	3.390	2.900	2.480	2.190	1.900	1.640	1.340	1.100	0.960	0.830	0.740	160.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	160.00	160.00	160.00	160.00	160.00	160.00	320.00	320.00	320.00	320.00	320.00	320.00	3
1	15	4	5	1.304565	3.3600	0.0	175.3870	134.4410	11.430	10.410	9.390	8.450	7.670	6.800	6.170	5.580	4.930	4.130	3.540	3.130	2.800	2.540	2.200	1.890	1.710	1.500	1.360	1.290	160.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	160.00	160.00	160.00	160.00	160.00	160.00	320.00	320.00	320.00	320.00	320.00	320.00	3
1	15	8	9	0.551208	3.0900	0.1	74.1050	134.4410	9.960	9.220	8.420	7.730	7.190	6.580	6.040	5.600	4.870	4.270	3.580	3.110	2.620	2.420	2.010	1.620	1.410	1.240	1.140	0.960	160.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	160.00	160.00	160.00	160.00	160.00	160.00	320.00	320.00	320.00	320.00	320.00	320.00	3
1	15	10	11	0.801355	1.3800	0.1	107.7350	134.4410	8.360	6.330	4.820	3.680	2.900	2.300	1.980	1.570	1.480	1.150	1.050	1.040	0.950	0.850	0.810	0.680	0.690	0.640	0.590	0.530	160.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	160.00	160.00	160.00	160.00	160.00	160.00	320.00	320.00	320.00	320.00	320.00	320.00	3
2	16	4	5	2.291524	1.7800	0.0	256.3940	111.8880	7.540	6.320	5.340	4.470	3.900	3.400	2.930	2.680	2.260	1.960	1.690	1.520	1.410	1.260	1.100	1.010	0.900	0.860	0.760	0.750	160.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	160.00	160.00	160.00	160.00	160.00	160.00	320.00	320.00	320.00	320.00	320.00	320.00	3
2	16	6	7	0.941978	1.6600	0.1	105.3960	111.8880	0.790	1.430	1.890	2.080	2.300	2.290	2.220	2.410	2.350	2.380	2.250	2.260	2.060	1.870	1.690	1.520	1.330	1.210	1.120	0.990	160.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	160.00	160.00	160.00	160.00	160.00	160.00	320.00	320.00	320.00	320.00	320.00	320.00	3
2	16	7	8	0.648872	3.5400	0.1	72.6010	111.8880	10.050	9.730	9.200	8.700	8.310	7.720	6.970	6.410	5.630	4.880	4.190	3.480	3.170	2.860	2.500	1.880	1.660	1.480	1.310	1.230	160.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	160.00	160.00	160.00	160.00	160.00	160.00	320.00	320.00	320.00	320.00	320.00	320.00	3
2	16	8	9	0.573502	2.9300	0.0	64.1680	111.8880	5.710	5.990	6.340	5.980	6.260	6.110	5.490	5.480	4.870	4.320	3.730	3.270	3.060	2.630	2.190	1.900	1.560	1.370	1.260	1.220	160.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	160.00	160.00	160.00	160.00	160.00	160.00	320.00	320.00	320.00	320.00	320.00	320.00	3
2	16	10	11	0.614052	1.7600	0.0	68.7050	111.8880	6.050	5.380	4.670	3.820	3.600	3.060	2.730	2.830	2.160	2.110	1.740	1.550	1.510	1.400	1.330	1.070	1.040	0.980	0.730	0.940	160.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	160.00	160.00	160.00	160.00	160.00	160.00	320.00	320.00	320.00	320.00	320.00	320.00	3
2	16	11	12	0.792408	1.2300	0.0	88.6610	111.8880	4.290	3.420	2.630	1.970	1.970	1.570	1.400	1.380	1.160	1.240	1.220	1.070	1.260	1.100	1.120	1.010	0.990	0.790	0.760	0.720	160.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	160.00	160.00	160.00	160.00	160.00	160.00	320.00	320.00	320.00	320.00	320.00	320.00	3
2	16	12	13	1.156603	1.4100	0.0	129.4100	111.8880	7.670	5.970	4.530	3.470	2.900	2.370	1.990	1.720	1.450	1.230	1.120	0.940	1.020	0.950	0.870	0.730	0.820	0.710	0.640	0.680	160.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	160.00	160.00	160.00	160.00	160.00	160.00	320.00	320.00	320.00	320.00	320.00	320.00	3
3	17	6	7	1.400970	1.6000	0.0	118.4030	84.5150	1.830	2.780	3.400	3.540	3.580	3.480	3.200	3.050	2.910	2.540	2.200	1.930	1.730	1.480	1.310	1.060	0.850	0.660	0.610	0.490	160.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	160.00	160.00	160.00	160.00	160.00	160.00	320.00	320.00	320.00	320.00	320.00	320.00	3
3	17	7	8	0.853304	3.9700	0.1	72.1170	84.5150	13.440	12.190	11.160	10.090	9.190	8.280	7.470	6.790	5.890	5.050	4.310	3.680	3.270	3.000	2.580	2.170	1.920	1.780	1.570	1.430	160.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	160.00	160.00	160.00	160.00	160.00	160.00	320.00	320.00	320.00	320.00	320.00	320.00	3
3	17	10	11	0.550624	1.6700	0.3	46.5360	84.5150	4.210	4.030	3.530	3.720	3.450	3.080	3.020	3.000	2.580	2.670	2.370	2.270	1.860	1.890	1.800	1.000	0.440	0.640	0.540	0.100	160.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	160.00	160.00	160.00	160.00	160.00	160.00	320.00	320.00	320.00	320.00	320.00	320.00	3
3	17	11	12	0.610460	1.1100	0.0	51.5930	84.5150	3.890	2.630	2.090	1.590	1.120	1.070	1.150	0.910	0.940	1.040	1.160	1.070	0.960	1.070	1.140	1.080	0.900	0.860	0.850	0.670	160.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	160.00	160.00	160.00	160.00	160.00	160.00	320.00	320.00	320.00	320.00	320.00	320.00	3
4	18	6	7	2.588097	1.5700	0.0	380.9290	147.1850	4.260	4.200	3.940	3.690	3.420	3.130	2.900	2.670	2.400	2.080	1.830	1.630	1.460	1.340	1.160	0.990	0.830	0.720	0.630	0.540	160.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	160.00	160.00	160.00	160.00	160.00	160.00	320.00	320.00	320.00	320.00	320.00	320.00	3
4	18	7	8	1.305942	2.3600	0.1	192.2150	147.1850	8.390	7.280	6.400	5.640	4.980	4.470	4.090	3.740	3.280	2.820	2.500	2.230	1.990	1.840	1.600	1.410	1.270	1.150	1.030	0.920	160.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	160.00	160.00	160.00	160.00	160.00	160.00	320.00	320.00	320.00	320.00	320.00	320.00	3
4	18	8	9	0.901403	2.6800	0.1	132.6730	147.1850	5.750	6.210	6.130	5.960	5.860	5.530	5.080	4.680	4.210	3.650	3.290	2.850	2.570	2.320	2.060	1.720	1.490	1.290	1.180	1.040	160.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	160.00	160.00	160.00	160.00	160.00	160.00	320.00	320.00	320.00	320.00	320.00	320.00	3
4	18	10	11	0.571193	1.7100	0.1	84.0710	147.1850	3.950	3.700	3.340	3.330	3.300	3.130	3.010	2.690	2.640	2.340	2.050	1.830	1.760	1.590	1.350	1.180	1.060	0.900	0.790	0.780	160.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	160.00	160.00	160.00	160.00	160.00	160.00	320.00	320.00	320.00	320.00	320.00	320.00	3
4	18	11	12	0.551904	1.4500	0.1	81.2320	147.1850	3.770	3.070	2.590	2.130	2.060	1.870	1.900	1.980	1.770	1.620	1.610	1.640	1.400	1.320	1.390	1.260	1.090	0.940	0.870	0.860	160.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	160.00	160.00	160.00	160.00	160.00	160.00	320.00	320.00	320.00	320.00	320.00	320.00	3
4	18	12	13	0.581058	1.9100	0.0	85.5230	147.1850	6.750	6.040	5.270	4.760	4.290	3.730	3.500	3.200	2.700	2.310	2.030	1.720	1.680	1.420	1.210	1.110	0.990	0.920	0.800	0.720	160.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	160.00	160.00	160.00	160.00	160.00	160.00	320.00	320.00	320.00	320.00	320.00	320.00	3
4	18	15	16	2.283412	1.2900	0.3	336.0840	147.1850	4.900	3.910	3.300	2.910	2.560	2.300	2.140	1.990	1.790	1.550	1.380	1.260	1.170	1.060	0.930	0.800	0.720	0.620	0.550	0.510	160.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	160.00	160.00	160.00	160.00	160.00	160.00	320.00	320.00	320.00	320.00	320.00	320.00	3
5	19	7	8	2.281765	2.5700	0.1	207.1090	90.7670	11.070	8.870	7.290	6.110	5.270	4.570	4.070	3.730	3.250	2.830	2.500	2.260	2.070	1.930	1.750	1.550	1.380	1.220	1.160	1.080	160.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	160.00	160.00	160.00	160.00	160.00	160.00	320.00	320.00	320.00	320.00	320.00	320.00	3
5	19	8	9	1.316910	2.9000	0.0	119.5320	90.7670	7.660	8.540	8.440	7.960	7.340	6.620	5.980	5.410	4.630	3.980	3.420	2.830	2.430	2.200	1.850	1.510	1.290	1.130	0.980	0.900	160.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	160.00	160.00	160.00	160.00	160.00	160.00	320.00	320.00	320.00	320.00	320.00	320.00	3
5	19	10	11	0.652142	1.6200	0.0	59.1930	90.7670	0.580	1.830	2.610	3.000	3.190	3.230	3.090	3.310	2.890	2.570	2.300	2.020	1.920	1.680	1.420	1.110	0.910	0.950	0.810	0.750	160.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	160.00	160.00	160.00	160.00	160.00	160.00	320.00	320.00	320.00	320.00	320.00	320.00	3
5	19	11	12	0.556667	1.1000	0.0	50.5270	90.7670	0.650	0.770	0.800	1.020	1.200	1.210	1.280	1.350	1.500	1.420	1.360	1.390	1.330	1.290	1.210	1.120	1.050	0.920	0.820	0.790	160.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	160.00	160.00	160.00	160.00	160.00	160.00	320.00	320.00	320.00	320.00	320.00	320.00	3
5	19	12	13	0.515011	2.9200	0.0	46.7460	90.7670	9.120	9.060	8.500	8.000	7.010	6.640	6.120	5.500	4.630	3.830	3.190	2.950	2.340	1.930	1.980	1.560	1.210	1.070	0.980	0.840	160.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	160.00	160.00	160.00	160.00	160.00	160.00	320.00	320.00	320.00	320.00	320.00	320.00	3
5	19	15	16	1.165005	1.7700	0.2	105.7440	90.7670	7.660	5.840	4.860	4.180	3.680	3.070	2.960	2.720	2.380	2.180	1.850	1.650	1.480	1.320	1.210	1.150	0.870	0.760	0.720	0.580	160.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	160.00	160.00	160.00	160.00	160.00	160.00	320.00	320.00	320.00	320.00	320.00	320.00	3
5	19	16	17	2.435863	0.8900	0.6	221.0960	90.7670	6.690	4.060	2.990	2.180	1.810	1.550	1.310	1.260	1.170	1.030	0.880	0.770	0.720	0.610	0.520	0.490	0.280	0.120	0.200	0.150	160.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	160.00	160.00	160.00	160.00	160.00	160.00	320.00	320.00	320.00	320.00	320.00	320.00	3
6	20	8	9	2.441045	2.7000	0.0	248.4520	101.7810	8.640	8.210	7.450	6.730	6.010	5.350	4.850	4.370	3.840	3.270	2.870	2.550	2.310	2.090	1.860	1.610	1.380	1.280	1.170	1.060	160.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	160.00	160.00	160.00	160.00	160.00	160.00	320.00	320.00	320.00	320.00	320.00	320.00	3
6	20	9	10	1.302561	1.2200	0.0	132.5760	101.7810	-2.130	-0.040	1.290	2.050	2.470	2.690	2.750	2.670	2.560	2.260	2.070	1.780	1.550	1.410	1.160	0.950	0.840	0.650	0.540	0.550	160.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	160.00	160.00	160.00	160.00	160.00	160.00	320.00	320.00	320.00	320.00	320.00	320.00	3
6	20	10	11	0.850483	2.0700	0.0	86.5630	101.7810	3.150	3.640	4.090	4.080	4.030	3.940	3.870	3.540	3.300	2.970	2.580	2.440	2.140	1.910	1.680	1.460	1.260	1.210	1.000	0.930	160.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	160.00	160.00	160.00	160.00	160.00	160.00	320.00	320.00	320.00	320.00	320.00	320.00	3
6	20	11	12	0.636749	1.2900	0.0	64.8090	101.7810	0.330	0.890	1.090	1.570	1.660	1.620	1.760	1.970	1.990	1.860	1.800	1.770	1.650	1.490	1.330	1.220	1.020	0.900	0.930	0.840	160.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	160.00	160.00	160.00	160.00	160.00	160.00	320.00	320.00	320.00	320.00	320.00	320.00	3
6	20	12	13	0.518613	2.4300	0.0	52.7850	101.7810	5.440	5.760	5.650	5.550	5.210	5.160	4.810	4.720	3.900	3.630	2.980	2.600	2.320	2.180	1.700	1.540	1.200	1.080	0.940	0.930	160.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	160.00	160.00	160.00	160.00	160.00	160.00	320.00	320.00	320.00	320.00	320.00	320.00	3
6	20	15	16	0.757440	1.7800	0.1	77.0930	101.7810	7.390	5.670	4.670	4.000	3.520	3.430	2.970	2.890	2.430	2.280	2.010	1.710	1.590	1.410	1.160	1.010	0.840	0.810	0.750	0.660	160.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	80.00	160.00	160.00	160.00	160.00	160.00	160.00	320.00	320.00	320.00	320.00	320.00	320.00	3
