p_1    p_2    p_3    pe_1    pe_2    pe_3    po_1    po_2    po_3    id
-1587.556013	-0.841484	273.110329	-1312.539699	-0.803669	244.474506	-2530.256639	-0.932823	311.430441	1.000000
-925.755202	-0.758442	228.735537	-875.598793	-0.745992	187.105638	-1020.540223	-0.778805	311.116987	1.000000
-302.906585	-0.452947	207.214008	-271.091480	-0.431252	187.692026	-363.139092	-0.487250	234.527831	1.000000
-88.970506	-0.371168	63.726160	-74.698514	-0.338204	53.075903	-116.617824	-0.420997	71.459197	1.000000
9566.150565	1.921393	-7.949387	22130.246724	2.147163	-7.946541	313743.377513	2.696988	-7.813339	0.000000
76.832850	0.080763	-45.481939	63.334104	0.131209	-27.053777	16594.664462	0.000232	-16569.603700	0.000000
130.112971	-0.416907	-0.252002	185.431578	-0.498808	-0.295869	62.930937	-0.237070	0.237027	1.000000
102811.557518	0.000074	-102747.455219	91113.757336	0.000079	-91052.166899	84664.527802	0.000096	-84597.478470	0.000000
73.901204	-9.772281	1613.179549	74.133339	-9.254684	1777.157065	71.976283	-10.408258	1320.112405	1.000000
297.324460	-0.375143	9.033667	213.448753	-0.315933	0.315579	506.586045	-0.471745	0.471591	1.000000
-2124.611033	-1.394125	13.468961	-1810.277967	-1.359685	126.072353	-4079.808752	-1.530911	22.284342	1.000000
-3.440577	-0.122622	11.810109	-1.029543	0.090788	0.301641	-28.869271	-0.479685	56.306428	1.000000
-19.008704	-0.348024	26.569666	-13.022369	-0.281374	23.626805	-34.625793	-0.454181	30.425901	1.000000
-5.168848	-0.011227	20.002159	-3.531954	0.057091	16.305890	-8.198074	-0.092507	24.383364	1.000000
940.184954	1.303255	-1.526821	1288.478582	1.379253	-1.508532	239.890465	0.981804	-1.764656	0.000000
2810375835.863394	-5.245211	0.040412	15238940602.014187	-5.677336	0.045567	0.000000	2.752618	0.135618	1.000000
26.048873	-0.335698	0.769789	66.293927	-0.600051	-0.080818	18.539687	-0.284191	0.284196	1.000000
64.487947	0.090506	-34.081285	54.167267	0.158745	-17.548100	25572.287096	0.000134	-25548.353564	0.000000
5.704068	0.069131	-0.069142	4.704787	0.130662	110.124784	9.232905	-0.003326	0.003329	1.000000
-47721.420110	-1.294724	239.333890	-52634.266870	-1.312621	221.476207	42.772994	-12.193020	3236.666337	1.000000
-1697.227017	-1.039671	108.111128	-1414.352130	-1.002721	103.137137	-2969.616948	-1.152083	116.249638	1.000000
-625.016049	-0.846407	170.518361	-509.006886	-0.805088	158.261194	-1025.054691	-0.943927	188.944624	1.000000
-173.786571	-0.422813	238.429871	-150.091962	-0.395018	210.921220	-221.151032	-0.467490	278.395261	1.000000
-64.339099	-0.306166	42.835916	-58.308469	-0.288051	37.353643	-74.591335	-0.332840	54.370800	1.000000
0.000000	2.570677	46.366894	0.000000	2.572302	25.261829	0.000000	2.661301	24.344198	1.000000
1367.227967	-1.330401	0.411702	1388.698911	-1.320819	43.021154	485.055850	-1.100476	1.100096	1.000000
54519.956094	0.000089	-54487.609701	61151.481467	0.000080	-61118.899341	55714.137157	0.000087	-55682.014920	0.000000
16796.045683	0.000391	-16736.858963	99.971925	0.190002	-12.357936	65753.677217	0.000092	-65697.434841	0.000000
-89.772049	-4.928362	2696.073586	-41.418234	-5.346273	2430.863234	-37.992165	-4.424661	3060.565247	1.000000
59440.142110	-1.185758	1110.208309	55559.791647	-1.171917	6.629251	79164.929986	-1.244791	3.800316	1.000000
-1286.101925	-1.477346	22.294609	-759.786985	-1.388607	20.979660	0.000010	1.862040	25.512797	1.000000
-238.435995	-0.541816	68.426690	-201.780637	-0.509739	67.134858	-323.736577	-0.599409	77.209638	1.000000
-85.480164	-0.393277	52.145749	-70.021303	-0.355847	46.866025	-118.265125	-0.453072	53.461233	1.000000
1.000000	0.000000	1.000000	1.000000	0.000000	1.000000	1.000000	0.000000	1.000000	1.000000
-6.037963	-0.171642	17.312598	-3.735622	-0.088482	14.852416	-12.088045	-0.292302	35.820311	1.000000
67.539554	0.158325	-24.737996	69.195283	0.221485	-16.996649	5768.711170	0.000748	-5741.324058	0.000000
480.673788	-0.846618	-0.310757	674.019667	-0.921591	-0.319897	116.363878	-0.531055	-0.263472	1.000000
-46.525917	-6.274876	2736.823015	-46.739083	-6.458117	2429.969889	-43.621679	-5.862475	2837.877062	1.000000
36843.516911	0.911754	-84.096268	33533.286134	0.888504	-92.078944	56419.365103	1.012837	-59.541999	0.000000
895.322527	0.816142	-2.543262	827.532139	0.796655	-2.824328	1275.470908	0.901292	-1.615685	0.000000
-256.874046	-0.817538	57.079115	-159.563903	-0.729925	56.264906	-812.130167	-1.035682	172.960092	1.000000
-333.182770	-0.646977	217.870520	-281.805303	-0.614670	198.750684	-470.594174	-0.712685	244.105123	1.000000
11.194566	-0.202929	0.598046	24.080445	-0.342072	0.741991	3.811298	-0.018956	0.397129	1.000000
-72.043269	-0.401638	47.156851	-58.122230	-0.362886	41.205749	-103.213442	-0.466339	48.728422	1.000000
78.503630	0.536965	-5.338829	85.965890	0.554953	-5.263522	45.607718	0.381979	-6.789317	0.000000
2290.880008	-1.320627	-0.306128	50.782450	-0.331576	0.730734	548.122247	-1.009444	-0.296571	1.000000
-46.380811	-6.417107	2629.954272	-46.600736	-6.550257	2368.370021	-47.356757	-6.435368	3025.442961	1.000000
84174.547163	1.022242	-89.468167	77789.083860	1.003577	-96.341821	131290.994093	1.125898	-61.198790	0.000000
