rms1 rms2 mean_rms xc1 xc2 mean_xc rmsfm rms_misfit slope_lrg rmsmmaster dev_res rmsfmaster dev_pha_af rmsmm ipw_misfit ipw_misfit_mm
0.211326	0.272295	0.241810	1.000000	1.000000	1.000000	0.642829	0.764768	-0.001780	2.441160	-8.058616	1.260550	-1.008693	1.310045	-2.583304	-0.302372	0.693548	0.979444	1.012309	0.883139	0.735001	0.576586	0.285008	0.047842	-0.131356	-0.279518	-0.327954	-0.400592	-0.370592	-0.335817	-0.285828	-0.170043	-0.071239	0.045737	1.290000	-0.810000	-1.600000	-1.770000	-1.680000	-1.450000	-1.150000	-0.950000	-0.500000	-0.100000	0.210000	0.500000	0.650000	0.830000	0.970000	1.130000	1.250000	1.330000	1.370000	1.410000
0.093952	0.254662	0.174307	0.999638	0.998142	0.998890	4.572711	0.341739	-0.002745	0.281485	-33.629679	0.149121	-1.496728	4.674577	-0.690823	0.187335	0.462237	0.486645	0.465292	0.214857	0.104836	-0.039597	-0.125130	-0.312212	-0.401660	-0.391564	-0.361586	-0.308035	-0.244453	-0.108715	0.080673	0.184134	0.315066	0.482701	-4.259000	-3.789000	-3.109000	-2.489000	-1.949000	-1.289000	-0.779000	-0.389000	0.101000	0.701000	1.111000	1.391000	1.581000	1.731000	1.951000	2.121000	2.181000	2.331000	2.381000	2.401000
0.000000	0.000000	0.000000	1.000000	0.999991	0.999995	0.985813	2.366185	0.001068	9.831380	0.909365	1.142775	-0.350000	9.306995	-8.050000	-5.430000	-3.370000	-1.970000	-1.040000	-0.410000	0.050000	0.330000	0.350000	0.630000	0.500000	0.370000	0.300000	0.180000	0.180000	0.050000	-0.010000	-0.080000	-0.090000	-0.110000	9.290000	6.120000	3.720000	2.000000	0.830000	-0.010000	-0.590000	-1.070000	-1.250000	-1.730000	-1.780000	-1.780000	-1.850000	-1.840000	-1.960000	-1.970000	-2.030000	-2.020000	-2.100000	-2.130000
0.060134	0.057002	0.058568	0.999567	0.999496	0.999531	1.586651	0.658125	0.000242	2.880989	0.617939	1.776544	0.090833	2.592570	-1.645635	-1.168755	-0.731666	-0.287839	0.180841	0.243219	0.368529	0.466235	0.831450	0.687166	0.707740	0.682166	0.509740	0.389943	0.134344	-0.133583	-0.195850	-0.463557	-0.547494	-0.628252	4.255000	3.165000	2.335000	1.525000	0.775000	0.465000	0.185000	-0.145000	-0.715000	-0.825000	-1.075000	-1.225000	-1.235000	-1.265000	-1.185000	-1.125000	-1.245000	-1.095000	-1.155000	-1.175000
0.153813	0.231723	0.192768	1.000000	0.999889	0.999945	14.281134	0.821135	-0.004510	5.428298	-26.922506	4.336680	-2.492447	14.989685	-2.143593	-0.377018	0.484305	1.001110	1.072424	1.024447	1.072161	0.678830	0.271171	-0.097613	-0.385674	-0.598033	-0.751429	-0.809609	-0.773357	-0.567259	-0.331040	-0.016379	0.416062	0.830073	-5.095000	-5.455000	-5.195000	-4.865000	-4.205000	-3.535000	-2.975000	-2.135000	-1.035000	0.105000	1.045000	1.855000	2.515000	3.045000	3.665000	4.215000	4.635000	4.945000	5.035000	5.125000
0.074213	0.160341	0.117277	0.999800	0.999143	0.999472	3.399441	0.306380	-0.002584	0.303540	-19.983801	0.178926	-1.415396	3.480156	-0.567791	0.056337	0.239814	0.314045	0.396336	0.309549	0.219856	0.174371	-0.043624	-0.071092	-0.279716	-0.335416	-0.462447	-0.339961	-0.325700	-0.234322	-0.034484	0.151597	0.365878	0.466769	-3.169000	-2.979000	-2.519000	-2.149000	-1.849000	-1.449000	-1.029000	-0.789000	-0.219000	0.181000	0.691000	1.031000	1.381000	1.471000	1.761000	2.011000	2.101000	2.211000	2.221000	2.351000
0.269504	0.579109	0.424306	0.999317	0.997344	0.998330	4.921801	1.545364	0.001948	9.536401	32.930587	5.275856	1.317599	9.176835	3.102249	0.584256	-0.782778	-1.912463	-2.146872	-2.057339	-1.787168	-1.620597	-1.101861	-0.560564	-0.040908	0.421865	0.858442	1.042782	1.373953	1.458334	1.638706	1.727344	1.709375	1.651557	2.465000	3.395000	3.775000	4.135000	3.795000	3.235000	2.635000	2.095000	1.205000	0.245000	-0.625000	-1.355000	-2.045000	-2.435000	-3.005000	-3.355000	-3.755000	-3.985000	-4.125000	-4.175000
0.054889	0.393047	0.223968	0.999899	0.994457	0.997178	1.430625	0.205715	-0.001428	0.725360	-333.431233	0.625518	-0.760941	1.492393	-0.323975	0.434778	0.393934	0.152137	-0.025655	-0.195652	-0.194216	-0.355416	-0.163040	-0.224748	-0.132767	0.001044	0.022589	0.011508	0.075386	0.047271	0.132280	0.139736	0.135120	0.111855	-3.994000	-2.514000	-1.344000	-0.524000	0.016000	0.406000	0.606000	0.816000	0.746000	0.876000	0.796000	0.676000	0.626000	0.616000	0.536000	0.526000	0.396000	0.386000	0.346000	0.356000
0.052979	0.161302	0.107140	0.999234	0.993870	0.996552	1.580249	0.348709	0.000436	2.347801	26.178952	1.783739	0.355097	2.126770	0.544518	-0.062354	-0.383409	-0.468363	-0.357799	-0.335962	-0.350380	-0.185405	-0.085950	0.044606	0.155726	0.243671	0.306279	0.352216	0.425534	0.428877	0.476402	0.416711	0.398967	0.362638	2.535000	2.265000	2.065000	1.715000	1.285000	0.995000	0.845000	0.445000	0.145000	-0.225000	-0.545000	-0.785000	-1.005000	-1.175000	-1.385000	-1.545000	-1.725000	-1.735000	-1.815000	-1.835000
0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	0.982653	1.268611	-0.000551	0.660446	1.506217	1.140284	-0.451361	0.698525	4.385000	2.146429	0.767222	0.007727	-0.401923	-0.631667	-0.761471	-0.831316	-0.841136	-0.810962	-0.790833	-0.740735	-0.680658	-0.710595	-0.660521	-0.660446	-0.630391	-0.620347	-0.610312	-0.630284	-2.381000	-0.691000	0.349000	0.789000	0.959000	0.979000	0.989000	0.859000	0.709000	0.479000	0.279000	0.099000	-0.101000	-0.181000	-0.351000	-0.491000	-0.641000	-0.711000	-0.811000	-0.841000
0.046468	0.173526	0.109997	0.999848	0.998202	0.999025	0.936574	0.155205	-0.001544	0.365888	-72.864865	0.311061	-0.831272	0.960753	-0.305933	0.220880	0.305963	0.163764	0.127606	0.038618	-0.103573	-0.085008	-0.180971	-0.149411	-0.164138	-0.130542	-0.073741	-0.084166	-0.072282	0.017491	0.048545	0.122663	0.117205	0.187029	-2.670000	-2.000000	-1.360000	-0.810000	-0.480000	-0.190000	0.160000	0.210000	0.470000	0.570000	0.660000	0.700000	0.670000	0.710000	0.750000	0.700000	0.690000	0.670000	0.680000	0.640000
0.000000	0.000000	0.000000	0.999995	0.999959	0.999977	0.985813	0.985485	-0.000153	2.510949	1.371791	1.142775	0.080000	2.269821	-2.930000	-0.920000	0.110000	0.820000	1.260000	1.360000	1.280000	1.290000	1.060000	0.850000	0.550000	0.300000	0.180000	0.100000	-0.010000	-0.180000	-0.200000	-0.270000	-0.240000	-0.290000	5.309000	2.749000	1.379000	0.349000	-0.331000	-0.641000	-0.681000	-0.891000	-0.821000	-0.811000	-0.691000	-0.571000	-0.591000	-0.621000	-0.631000	-0.601000	-0.701000	-0.691000	-0.811000	-0.811000
